  C1,       C2,       C3,       C4,       C5,       C6,       C7, C8
 331, 0.873301,  1.18964, -2.07023, -2.11388, -2.64325, 0.181758, 54
 332,-0.143881,-0.765057,-0.267243, -1.97664,  1.10775, 0.221263, 54
 333, -1.54834, -2.51716,-0.174624,  -1.1553, 0.562017,   1.5867, 54
 334,  0.96771, -4.78951,  1.84707, 0.275532,  -2.8436,  3.35145, 54
 335, -1.35698, -2.52075, -1.37631, -4.46582,   2.7149,  3.50532, 54
 336,-0.135475,  1.20643,  3.08165, -0.10644,  2.66451,  5.65304, 54
 337, -1.10577, -3.77335,-0.498799,  2.65044,  2.47301,-0.269075, 54
 338,  2.35087,-0.802418,  3.23754, -1.61179,  -1.8652,-0.600757, 54
 339,   -2.619,  1.96615, 0.576212,  4.14888,  3.88085,  4.79697, 54
 340,-0.693778, -2.47411, 0.984643,  2.13602,  1.73755,  1.08925, 54
 341,  -3.4518, -1.12268, -3.68614, -6.34843,  1.09522,  1.64536, 55
 342, -4.38602, -1.18639, -2.80041,  4.00718,-0.761529,  3.85882, 55
 343, -3.11472, -2.19505, 0.795224, -2.38833, 0.556201, -2.94323, 55
 344, -8.09207, -1.73234, -3.47951, -3.47506, -2.48662,  2.07909, 55
 345, -4.19039, -3.64763,  -3.4978, -5.82404, 0.058753,-0.462259, 55
 346, -0.38168, -1.17766, -1.47957,-0.355771,  4.37945,  3.05164, 55
 347, -1.66807, -2.28062,  1.65464,  2.31894,  4.17655,  2.20811, 55
 348,  1.32009,  0.19836,  3.66141, -5.77338,-0.173406, -2.39031, 55
 349, -3.12844,  2.97281,   3.1247, -4.26264,  1.90315,  2.88422, 55
 350, -5.16657,  1.99395, 0.200198, 0.095196,  1.08905, -2.29249, 55
 351, -4.63569, 0.230866, 0.708707,  1.92825, -2.40773, -1.53589, 56
 352,   0.9071,  2.14785,  2.14166,  2.37124, 0.984451, 0.058807, 56
 353, -3.08936,-0.250708,-0.382896,  -4.0045, -2.60975, -1.74369, 56
 354, -2.01625,  3.76536,  1.25858, -2.46972, -4.67892,-0.453187, 56
 355, -2.66547, 0.271714, 0.397109, 0.246374,  4.58795,  3.44034, 56
 356, -1.87402,-0.450815,  2.46492, -2.79658, 0.847782, -2.49287, 56
 357, -4.29044, -3.23324,  1.47959, 0.393075,-0.342936,  4.10453, 56
 358, -1.17316, 0.419073,  2.09404,  -1.7506, -1.79235,-0.082903, 56
 359, -2.20358, -2.12082, -2.10152, -5.74501,-0.727897, -3.42636, 56
 360,  1.79926, 0.200722,  2.19012, -3.79766, -2.52273, -2.13324, 56
 361,-0.346397, 0.947572,  2.80275, 0.585197,-0.226544, -1.28783, 57
 362,  1.07758,  -2.9746,-0.030176, -4.07368, -0.54052,  1.29168, 57
 363, -1.97478, -6.88201, -1.27556, 0.348842, -2.73212,  -4.0829, 57
 364,  2.26444,  1.25679, -2.55281, -3.99187, -4.40783,-0.283767, 57
 365,  4.99833,  1.53941, 0.881864,-0.731512,  3.89199,-0.104855, 57
 366,  2.94388,  1.90261,  1.06609,-0.019085, -0.38931,  -3.3222, 57
 367,  1.73023,-0.982804,  1.96166,  -1.2715, -4.98684,-0.820815, 57
 368, -2.70415,  3.68504,  3.27772, -5.89174, -2.18906, -4.41419, 57
 369, -1.12636,-0.559738,  1.04534, 0.640037,  2.33216, -1.55685, 57
 370,-0.656418,-0.236784,-0.899129,  1.67336, 0.906645, 0.090284, 57
 371, 0.576145, -1.45802,  2.45354,  1.84923,  2.80139, 0.219967, 58
 372, 0.475159,  1.11934,  5.68508,  5.79964,  1.20402,  1.18995, 58
 373,   1.1029, -3.00069, -1.67279, 0.718878,  3.21432, 0.893452, 58
 374,  1.40464, -2.59319,  4.75236,  2.30777,  3.86899,  3.86212, 58
 375,-0.446976,-0.886515,-0.924932, -1.99858,  1.36322,  2.65671, 58
 376, -3.76249, -4.59261,   0.0117,  1.25124, 0.177376,  3.03614, 58
 377, -1.28402, -4.46028, -4.31312,  1.06797,-0.619298, -1.13774, 58
 378, -3.13574, -3.63165,-0.223754,  3.15988,   3.6653,  2.43408, 58
 379, 0.645073, 0.926521,  1.64716,  2.67253, -2.05864,  4.83179, 58
 380,  3.06498,  3.77165,  6.15146,    1.253,  4.76287,  3.36599, 58
 381, -4.34376, -5.57665, -2.30198,  1.73152,  3.97133, 0.784115, 59
 382,  2.74571,  1.01007,  2.88773,  1.58502,-0.271348,  2.54313, 59
 383,-0.512126,   2.9339,   5.8824,  3.27818,-0.848565,  4.27377, 59
 384, 0.309419,  1.38874,  2.55508,  3.40198,  1.99974,  3.29528, 59
 385,   -1.241,   -1.117, -3.31392,   -0.453,  1.06528,  1.66397, 59
 386, -2.95964, -1.81629,  4.62592,  0.88412,-0.903889,  2.94209, 59
 387, 0.538217,  -2.4238,  2.78993,  2.24488,  1.13196,-0.204659, 59
 388, -1.52427, -3.27728,  3.29423,  4.21719,  2.78078, 0.147599, 59
 389,  -5.4209,  2.83019,  -2.4576,-0.253006,  2.23628, 0.810642, 59
 390, -1.59052, -2.49495,  0.67746,-0.644408,  3.16202,   4.9783, 59
 391, 0.565813, 0.061544,-0.657121, 0.880452,  -5.4098, -1.29717, 60
 392,  1.67732,  4.42584,  2.31121,  3.05318,  2.26882,  3.32608, 60
 393, -2.11546, -2.07607, -3.09951,  1.23117,  -1.5154,  1.28601, 60
 394,  1.57079, -4.36656, -2.60622,  1.45651, -2.60864, -1.51338, 60
 395, -4.27746, -3.82019,  2.07968,  -1.7612, -3.57684, -2.04609, 60
 396,  2.98353,   1.8333,  2.31896,  8.32581, 0.303897,  3.74879, 60
 397, 0.804807,-0.613132, -3.83463,  1.73466,  1.75582,   5.1012, 60
 398,  1.65745,   2.8041,  4.72254,  3.34306, 0.735502,   1.7225, 60
 399,  -6.3662,  -2.8701, -8.46853, -1.92198, -2.11868,-0.746751, 60
 400, -3.79605, -3.78265, -3.00754,  -2.8065,  1.08094, -1.88346, 60
 401, -1.63658, 0.425067,  2.48631,  0.97727, 0.961457,  1.29946, 61
 402, 0.712407, -1.48448,  2.02833, -1.31374, -1.90831, 0.557568, 61
 403,-0.721011,  1.90287, -1.96336,  6.33385,  7.99312,  6.11098, 61
 404, -1.50518,  1.59673, -2.72438,  1.30463,-0.046802,  3.65711, 61
 405, -4.17494, -2.99361, -2.82873,-0.518001, 0.462706,  3.60483, 61
 406,  1.69328,  2.05544,  -2.2163, -1.11719,-0.025256,  0.80721, 61
 407, -2.65122, 0.795842, -2.82992,  2.72376,  3.26952,  4.20451, 61
 408, -2.43721,  1.05356, -1.08877,  3.92004, -2.49304,  5.50307, 61
 409,   2.9305,-0.588676, 0.412378,  2.22709, 0.980152,  5.99586, 61
 410, 0.794123, -2.08765,  1.45573,  3.75693, -1.32611,   1.6768, 61
 411,  2.71618, 0.972739,-0.571374, 0.833642,-0.514374, 0.035316, 62
 412, -1.28063,-0.208077,-0.988126,  2.44234, 0.111675,  1.53619, 62
 413, 0.612111, -1.28467, -4.06513,  2.51392, -1.78601, 0.954399, 62
 414,  1.05997, -1.19893,  2.18226, -1.17636,  5.61269,  5.91219, 62
 415, 0.486217, -3.29436,  1.66193,  1.95858,  5.29399,  5.31359, 62
 416, -1.12723, -1.60688, -2.68693,  3.91493,  4.71782,  5.22571, 62
 417,   -1.994,  1.01696, -1.22243,  2.49656,  1.51065,  5.36601, 62
 418,  1.63566, 0.367969, -1.70056,  1.31268,   6.1952,  1.87931, 62
 419,  1.91807, -4.12647,  2.49743,  5.67774,  2.23768,   2.2781, 62
 420, -2.02301, -3.24201, -3.24695,  4.43196,  2.61023,  4.62094, 62
 421, -4.21822,  3.69008, -4.52645,  2.92811,-0.766144,  1.69096, 63
 422,  -3.8853, 0.998041, -2.80045,-0.136849, -3.49646, -3.16619, 63
 423, -6.14311, -1.48986,  4.37317,  4.02899, -2.74941,-0.293175, 63
 424,  2.90425,  1.38917, 0.831969,  5.82938,  1.23373,  3.05708, 63
 425, -4.41004, -2.42819, -1.00998,  1.53813,  0.72797, -1.10366, 63
 426, -6.76975, -8.05084, -5.05525,   1.0256, -3.11122, -3.01748, 63
 427, -5.44338, -3.87777, -5.58159,  1.56503,  1.11156,   2.9262, 63
 428, -1.60658, -1.15463,-0.925368,  1.66166, 0.560817,  -1.7338, 63
 429, -5.35985, -8.03393, -5.69432,-0.054227, -6.08155, -7.22199, 63
 430,-0.940614,-0.840256, 0.020255,  3.56401, -2.37496,  1.03868, 63
 431, -3.56882, 0.777019, -1.58381,  3.16983, -5.05171, 0.240297, 64
 432,  2.17011,  2.60772,  1.14301,  1.80572,-0.609478, 0.763018, 64
 433, -3.22641, -1.65588, -5.91782,  5.08155, 0.697645,  5.24355, 64
 434, -2.41843,-0.055135, -2.64268,-0.872744,  -4.0642,-0.969688, 64
 435,  1.59272,  -1.9055,-0.380799,  1.10685, -2.82091, -1.49211, 64
 436, -3.84123, -1.30669, -1.82275,  3.90896,-0.919403,  1.13861, 64
 437,  2.08689,  3.11552, -3.53854, -1.52497,  1.02826, 0.779508, 64
 438, 0.105711, -3.67215,  -6.2339,  1.91558,-0.516864, 0.266733, 64
 439,  0.16458,-0.704871, -3.00727,  1.59031, 0.192507, -2.34038, 64
 440,  -4.0312,-0.305197,  1.35229,  1.87184,  1.69667,  3.39045, 64
 441,  2.61486,  4.51643,  4.38375, -2.20672, 0.028679,  3.55527, 65
 442, 0.033115,  1.59443, -3.60154,  2.58405, -2.96164,  2.26179, 65
 443,  1.36771, -1.42564, -1.80014, -3.11899,-0.886174,-0.441076, 65
 444,-0.107848, -1.20566, -2.02849, -1.32241, -2.68126, -5.95956, 65
 445,  -4.1846,  3.16425,  -1.9513,  0.84692, -4.19076,  2.65161, 65
 446, 0.791672,  2.18205, -1.54917, -2.19561,  -3.0463, 0.816687, 65
 447, -1.70063,  1.30818, -1.61986,-0.123193, -1.13095,  1.22307, 65
 448, -1.78524,-0.473205, -1.53523,  2.14269, 0.675958,  5.74501, 65
 449, 0.498027, 0.567181, 0.210071, -2.13127,-0.202988,  3.35271, 65
 450, -3.04303,  5.13433,-0.588555,-0.213098,  5.84089, 0.122386, 65
 451,  3.14531, -2.93291, 0.923649, -2.57278, -3.42174,-0.824348, 66
 452,  6.75987,  5.94006,  6.35746,   1.7532,-0.046735, 0.888533, 66
 453,  4.40559, -1.16719,  4.14062,  2.87344, -1.21672,-0.261184, 66
 454,   1.5757, -6.50976,-0.881217, -1.33306, -2.26833, 0.287661, 66
 455,  3.08642,-0.258395,  3.10086,  4.48821,   1.6462, -1.32501, 66
 456,  5.58255,  1.76571,   4.1353,  2.71464,  3.70834,  3.34177, 66
 457,   5.9015,-0.471046,  5.31513,  5.81941,   2.2269, 0.534019, 66
 458,-0.115702, -1.61192,-0.277541,  1.65705, -3.75787, 0.592859, 66
 459, 0.416208, -4.92649, -4.86524,  1.89439, -5.39412, -3.65173, 66
 460,  1.28803,  4.33964,  3.27971,  2.96896,  1.21978,-0.379232, 66
 461,-0.724896,-0.567165, -3.22314, -1.41288,  1.16874, -2.92916, 67
 462,  2.03382,  2.07418,-0.310043,  0.78265,-0.605138, 0.678946, 67
 463,  1.20985, 0.722164, -1.51524, -2.27272,-0.073048, -0.64496, 67
 464,-0.041106, -3.29966,-0.778783, -2.71454, -1.40149, -1.24725, 67
 465, -1.55198,-0.512125, -3.39787, -5.50494, -1.69447,  2.01116, 67
 466,  2.07098, -4.71105, -1.25924, -1.56287,   1.9271,  1.05456, 67
 467,   1.2798,  1.13764,  0.82288, -2.14074, -2.24096,-0.340155, 67
 468,  3.65217,-0.837774, -1.06345, -4.32532, -4.74473, -1.57758, 67
 469, -1.51104,  3.64257, -1.95657,-0.677273, -3.21705,  3.82093, 67
 470,  2.06525, 0.488516,  2.17513, -4.75995, -2.22224,  0.58095, 67
 471,  2.34311, -1.19887,  7.32694,  1.32997,  2.17997, -3.58174, 68
 472,  1.46595, -0.46988,  4.30802,  3.95703, 0.119282,   1.5657, 68
 473,-0.731096,  1.03653, -2.85437,-0.588101,-0.106827, -7.37297, 68
 474,  2.48022,  1.12643,  6.26493, -1.40749, -2.83632, -3.28997, 68
 475, -2.82835, 0.696006,  4.15761,  1.36816,-0.931792, -1.59303, 68
 476,-0.282225, 0.154667,   2.5552,  2.94875, 0.716356, -0.24814, 68
 477,  5.75895,-0.341289,-0.020013, -1.65359, 0.281042, -4.19864, 68
 478, -2.49307, -1.02604,  1.11539, 0.442083, -3.41136, -1.64155, 68
 479,  -1.2717,  2.21785,  2.90957, 0.966592, 0.198289, -1.81438, 68
 480,  8.17556,  2.01111,  6.89149, -1.94414, 0.776376, 0.693319, 68
 481,-0.284634, -3.61775, -2.13903,  6.47962,  5.87886,  2.00035, 69
 482,  2.57455, 0.269271, -4.48916,   1.8506,  1.43801,  0.83138, 69
 483, -3.64127,  1.25331, -1.60725, 0.836054, 0.505778,  1.30052, 69
 484, -3.78711, 0.332173,-0.059447,  1.68837,  2.23939,-0.569524, 69
 485, -3.57907, -6.03456, -3.24648,  0.50318, -4.34092, -2.19279, 69
 486, -2.55039,-0.989707, -7.24892, 0.866359,-0.426587,  3.38814, 69
 487, -1.37471, -1.09475, -4.04771,  -1.7646, -3.47839,  2.27715, 69
 488,-0.390734, -1.12821,-0.588031,-0.558585, -3.05548, -1.40482, 69
 489, -4.71352,   -3.002, -3.09201,  3.88914, -1.25042, -1.61252, 69
 490,-0.828414, 0.777484, -0.49818,    1.315,  1.01011, -1.33233, 69
 491, -1.71512, -6.01099, -6.73271,-0.602856,  4.35938, -1.51168, 70
 492,  3.78388,-0.479367,  4.35973,   1.3495,   1.6381,-0.667391, 70
 493,  1.83895, 0.914156,  1.84837,  3.77425,  3.81976,  3.41126, 70
 494, -2.82974, -4.67335, -3.29351, -4.28902, 0.438935,   0.6222, 70
 495, 0.203397, -3.37121, -1.01862, -3.44774,  2.14307, -1.89611, 70
 496, -2.89562, -5.44979, 0.513598, -3.01662,-0.849328, 0.955261, 70
 497, -2.32763,-0.598582, 0.821299, -2.57556, -2.52394, -1.64591, 70
 498, -1.26692, -2.90596,  2.45201, 0.297022, -1.34649, 0.175076, 70
 499, -3.54842, -3.04031, -4.56655,-0.058704,  1.71285,-0.136872, 70
 500, -1.96318,-0.706759, -3.57884, -3.12557, 0.867473, -2.86881, 70
 501, -1.90959,-0.534413, -1.98943, -2.24693, -4.37493,  1.62708, 71
 502,  2.30773,  1.30243,  2.24358, -3.20714, -6.93325, -2.66128, 71
 503,  4.02146,  4.97836,-0.255248, -2.21337, -6.53931, -6.17941, 71
 504,   3.3096,   4.4819,  0.76662,  2.24552, -1.30852,  4.60481, 71
 505,  3.05622,  1.56069, -1.27064,   1.7861, -3.32221, -1.98389, 71
 506,  1.09967,  2.96835, -3.96008, 0.718554, -2.99222, -2.15847, 71
 507,  3.92725,  4.42775,  4.83682,  1.61135, -5.26485,  1.30261, 71
 508,  6.83259,  4.38609,  1.88036,  1.35036, -1.37132, -2.30332, 71
 509, -2.85781, 0.783614, -3.96756,    -1.78, -1.89841, 0.278246, 71
 510,  -4.8475, 0.088443, 0.455564, -3.06614, -4.58223, -5.02671, 71
 511, -1.48863, -3.35137, -3.01558, 0.807803,  1.57431,  2.20116, 72
 512, 0.284295, 0.399663,  2.69509, -2.11062, -1.63466, 0.741803, 72
 513,-0.953748,  3.48268, 0.840742,-0.539329, -1.06772, -1.57757, 72
 514,  2.81835,-0.331718, -1.99126,  3.38917, 0.438054,  4.53098, 72
 515,-0.316895, 0.543722, -4.16837, -4.45423,  -2.1041, -5.90173, 72
 516, 0.381921,  1.30545, -3.60763, -2.18255, -2.47446,  3.07273, 72
 517, -2.00404, -2.75784,-0.732299,-0.804435,-0.695879, 0.530338, 72
 518, 0.959117, -2.85643,-0.561624, -2.61738, -3.01199,  3.42712, 72
 519,  -1.0745,   1.8161,-0.511653, 0.887498, -1.25204,-0.498763, 72
 520,  3.36582,-0.409671,  1.39646,  1.40793,  3.06594,   1.1954, 72
 521,  1.14624, -2.48859,-0.130773,   4.8379,  3.54882,  2.88555, 73
 522,  1.55757, -4.08379,  4.96177,   1.4547, 0.781101,  2.87911, 73
 523,  -0.6111,-0.055764,  1.00963,-0.847415,-0.233926,-0.361791, 73
 524, -1.63751,-0.062736,-0.736253, -3.94894, 0.071387,-0.636122, 73
 525,  -2.4232,  1.47216, -3.57874,  3.35432,  1.67564,  1.10958, 73
 526, -1.34386,  2.18714, -3.12349, -1.00772,-0.480037,  2.67563, 73
 527,   2.6636,  3.47519,   3.7775, 0.802409, -2.27959, -1.10191, 73
 528,  3.17128, 0.201413, 0.979081,  4.87978, 0.947717,  1.82598, 73
 529, -1.80104, -2.14908, 0.486734,  2.95913,  2.21397,-0.891439, 73
 530, -4.91445, 0.729583,  1.57444,-0.553297,-0.326829, -6.52585, 73
 531,-0.752623,  2.26323,  3.71785,   1.6802, -1.16179, 0.017325, 74
 532, -2.12926,-0.037035,  2.04485,  1.33669,-0.065016,-0.324676, 74
 533, -4.79626, 0.814912, 0.617801,  1.77895,  1.23443,-0.134681, 74
 534,  -3.1245, -1.30721, -4.82945, -5.60711, -5.23731, -4.85075, 74
 535, 0.429987,  -2.7338, -2.80873, -4.06888, -4.69857,  3.09017, 74
 536,  2.52705,  3.05819,-0.181446, 0.417999, -3.65827, -7.46802, 74
 537, -4.39957, 0.648501,  2.47654, 0.722246,-0.037811, -2.44306, 74
 538,  2.28742, 0.176363,  4.48311,  6.66692,  3.46717,  3.03004, 74
 539, -1.52793,-0.816436, 0.122801, -3.66406, -1.08416, -4.89087, 74
 540, 0.192083, -3.80828, 0.682021, -1.08906, -2.23726, -1.13074, 74
 541,  3.86732, -2.20937,   3.3197, -2.20984, 0.105597,  5.07122, 75
 542, -2.31034, -3.11218, -2.71542,-0.892181,-0.880424, -1.47018, 75
 543,  1.10306, -5.36093,  1.66783, -1.34166,  3.31635, -1.99749, 75
 544,  4.26674, -1.80802,  0.92918,  3.77088,   2.9765,  1.44298, 75
 545,  3.20907, -2.08518,  2.16752,  2.07398,  1.03927, -1.38888, 75
 546,  5.72471, 0.018565,  1.78173,  3.25187,  1.45723,    2.498, 75
 547,  2.92221,  -2.5461,  1.40863,  1.25919,  3.41406,  -1.6997, 75
 548,  7.06309,  1.37014,  4.29078,-0.055169,  3.79593,  2.39136, 75
 549,  3.24116,  4.54924, -1.51138,  1.69669,  5.78725,  1.24265, 75
 550,  2.67609,-0.420019,  5.79762,-0.021241,  5.39701,  1.62394, 75
 551,  3.00711,  2.93119,  5.54229,  3.84108,-0.429931,  4.41129, 76
 552, -1.47062,  1.55224,  2.93668, -1.16304, -1.25319, -2.32067, 76
 553, -1.35568,  4.63582,  3.24048, -0.35657, -1.97106,-0.847787, 76
 554,  4.99597, 0.306153,  5.27813, 0.181309, 0.145042, 0.907174, 76
 555, 0.356324, 0.830478,  1.83571, -0.78662, -5.90964,  1.14239, 76
 556, -1.26479,  4.25889,  2.75847,-0.659446, -4.90779, -1.50205, 76
 557, -3.84792, -4.15866, -3.08376, -3.19334, -3.30731, -1.27468, 76
 558,  2.64374,  5.51657,  2.23485,  1.28305,  1.44412, 0.794027, 76
 559, -1.77004,  1.84375,  3.24279,   2.7227,  1.42693, -1.25519, 76
 560,   6.5712,  4.21433,  5.56052,  1.16692, -1.06801,   3.7894, 76
 561,  3.96496,  5.72909, 0.214233,  0.68286, 0.636113, -4.04342, 77
 562, 0.759611,  3.74217,  0.82623,  1.27847,  4.54036, 0.043543, 77
 563, -1.62873,  2.19878,-0.144629, -3.70346,  3.93357,  2.60034, 77
 564,  4.33821,  1.18031,-0.597962, 0.497501, -2.14947,  2.49887, 77
 565,  2.08784, 0.422626,  3.66314,-0.728891,  3.76638, -3.14829, 77
 566,  3.38174, 0.538735, 0.159088,  4.26417,  0.63996,  3.75653, 77
 567,   3.5383,  4.18464,  3.19958, 0.744563,  1.84035,  1.60742, 77
 568, 0.091871,  2.39798,  2.58471, 0.717011, -1.31138,-0.002533, 77
 569, -1.65381, -4.28089, -3.89381,  2.37669,-0.807283, -2.49872, 77
 570, 0.047956,  1.17343, -0.99372,   0.0295, -1.14683,  1.72564, 77
 571,  2.26026, 0.321034,  5.25056,   2.2606,-0.039671,  -1.2021, 78
 572, -1.17612, 0.933351, -1.79662, -2.78442, -1.60231, -3.39993, 78
 573,-0.585261, -5.19233, -3.67187, 0.864292,  -2.2472, -4.52114, 78
 574, -1.15649,-0.928828,  3.74992,  3.34952,  1.74191,  1.44867, 78
 575, -1.37209,  1.31152,  2.98562, 0.357481,  1.30806,-0.082154, 78
 576, -3.83372,   6.3343,  1.31147,  1.65601, 0.201911, -1.93509, 78
 577,-0.983574,  2.51975,   1.3864,  4.12891,  1.52121, 0.993729, 78
 578, -1.90452,  1.20038,  3.33717,  -2.8806,-0.557985,  3.62062, 78
 579, 0.904437,  -1.2461,-0.920361, 0.611558,  -4.8692, -1.24826, 78
 580,  2.85296,-0.638264,  3.99084, -2.19472, -1.74095, 0.714854, 78
 581, 0.375572, 0.044851, 0.793671, -1.78194, -1.60454, -1.81881, 79
 582, -2.45613,  6.21695, 0.194738, 0.986015,  1.34149, -2.74583, 79
 583,  2.51495,  3.57158, -1.82129, -0.40002,  2.86907, -6.33478, 79
 584,  1.43823, -1.43448, -1.55816, -3.30347, -1.67625, -4.24808, 79
 585,-0.757125,  3.08478, 0.799913, -1.86268, 0.655167, -5.98862, 79
 586, -1.92964,  2.60826,  3.72285,  1.79051,  1.10143, -5.13319, 79
 587,  1.10792,  3.97833,  1.93509,-0.539643, 0.196928,  1.88584, 79
 588, -2.69331, -1.96703,  3.85298,-0.281793,  6.67398,  -2.7802, 79
 589,-0.854642,  2.43222,  1.73995, 0.732922,  3.43601,-0.882489, 79
 590,   2.3733,  1.88119, 0.997367, 0.292508, 0.947637, -1.72127, 79
 591, -4.55247, -3.05596,-0.608033,  3.35973,    3.863, -1.41849, 80
 592,  2.37054,  4.67646,  6.31424,  6.14361, -1.05285,  3.31077, 80
 593, -1.11395,  1.02862,  3.25602, -1.05491,  3.07909, -2.55623, 80
 594, -3.13744, -2.27026, -1.03928,  4.23758, 0.002252, -0.27391, 80
 595, -1.34399, -3.54962, -2.64215,  0.57644, -1.49827, -2.11741, 80
 596, -2.58425,  1.25545,-0.928354,  2.18172,  2.46502, 0.115874, 80
 597, -4.25607,  1.10076, -4.39527, -1.14909,-0.880252, -1.44559, 80
 598,-0.728664,   3.2748,-0.021951,  5.47548,  4.05822,  2.63723, 80
 599,-0.526978,  2.81219,  -1.5444,  2.44547,  5.15839,-0.125316, 80
 600, -4.97581, -1.69772, -1.13956, -1.81241,  1.01257,  4.11429, 80
 601,-0.235112, 0.511469, 0.364932,  1.62141, 0.951811,  1.26453, 81
 602,  1.95999,-0.223034,  2.36285, -5.95867,-0.652744,  -3.1843, 81
 603,  0.92151, 0.677081,  1.24742,  -2.5853,  -4.0649, -3.02837, 81
 604,  1.14558, -3.15025,-0.370716, -1.46003, -0.12971, -1.90742, 81
 605,  5.69156,  2.01317,   2.8049,  -2.2216,  4.60811, 0.409543, 81
 606,  1.94539,   3.0552,  4.84631, -3.78908,-0.278917,  3.04104, 81
 607,-0.915242,  1.38486,  2.88243, -1.14267, 0.426444,-0.894873, 81
 608,  2.53574, -1.07379, 0.273873, -3.84304, 0.386233, -3.20213, 81
 609, -1.06215,  1.38939,  7.77541, -2.51377,   2.3001,  2.04005, 81
 610, 0.030417,  3.90798,  -2.9844, -2.37721, 0.000367,   2.1693, 81
 611,  4.64454,-0.439219,  3.43698,  2.82292, -5.44324,  2.08528, 82
 612,   2.1967, 0.192293,  1.24961, 0.262082,  2.60662,  3.06911, 82
 613,-0.465115, 0.614387, -3.99746, -2.13015, -1.01453,-0.249592, 82
 614, -3.61423, -2.21025, -4.24952, -1.43799,  -2.4983, -4.91551, 82
 615,  5.09899,  2.49596,  2.75514, -3.98303, 0.576337,  4.43932, 82
 616,  6.64424,  3.61357, 0.998041, 0.430974, -3.98482,-0.668304, 82
 617,  3.90169,   4.8643, 0.535419, -1.52234, 0.680099,  2.83198, 82
 618,  2.28783, 0.677514,  1.52449,  3.00376, -2.91089, -1.97802, 82
 619,  2.63098,  3.46865, 0.375757, -1.14311,  2.08269,  3.19001, 82
 620,   6.1818,  5.72382,   2.1343,-0.797225, -3.61102,-0.033372, 82
 621, -3.55247, -7.65107, -3.24032, -1.73901, -4.86318, 0.954037, 83
 622,   -0.816,-0.645347,-0.611552, -1.45816,-0.380477,  1.02058, 83
 623, -0.41762,   1.0479,  2.54869, -3.66824, -1.30236, 0.544071, 83
 624,-0.880328,  -4.4397, -2.04231,  2.42895,  3.70439,  1.74788, 83
 625, -2.81814, -4.52827, -3.51675,   -2.047, -2.99102,  2.08366, 83
 626, -2.76205, -3.47704, -2.47137, -4.27876, -3.89538,  2.02372, 83
 627,  -2.8317, -5.74204,-0.946654, -1.30919, -6.06211, -2.94605, 83
 628,  -6.3612, -1.89267,  1.02741,  2.93457, -1.64204,  5.01693, 83
 629,  -1.9853,  2.51254, 0.177451,-0.868294,  2.37028, 0.434191, 83
 630, -3.52482, -2.35872, -3.29759, -0.31256, -1.51367, 0.241807, 83
 631,  -0.1804,  2.69304, 0.701483,-0.185397,  -1.5651,  1.07502, 84
 632,  1.07756,  2.32675, 0.100943,  1.36156, -3.55397,  2.27217, 84
 633, -3.36435, -4.71574, -4.84875, 0.256601, 0.313829,  2.17303, 84
 634,  3.89467,  4.36929,  1.25946,  5.08985,  1.70137, 0.140061, 84
 635, -1.15427,-0.436794,-0.532596, -5.68838, -1.33849, 0.664905, 84
 636, 0.763094,  2.54417, -1.39086, -1.60556,-0.691685, 0.766329, 84
 637,-0.296302, -3.31893, -2.87737, -1.83112,-0.527391,  3.55887, 84
 638, -5.16721, -3.86878, -1.73674, -2.54731, -1.59841, -3.52803, 84
 639, -3.34601, -4.67762,-0.337652,-0.068212, -4.22588,  1.44253, 84
 640,  2.47918,   3.5877, 0.888799,    2.701,  1.84884,   1.4454, 84
 641,  3.03931,  6.57679, 0.881489,  1.77675,  3.07162,  4.95161, 85
 642,  1.75446,-0.694168, -3.37135, -2.88495, -1.51453,  1.26235, 85
 643,  1.37278,  1.78168, -2.20864, 0.844921, 0.744581, 0.156934, 85
 644,  3.40918,  6.91377, -0.16912, -3.08306,-0.456876, 0.331684, 85
 645, 0.901283,  3.51655,-0.711922,  3.60337,  3.06061,  4.85628, 85
 646,  7.58364,  6.26382,-0.198833,  4.18678, -3.69195,  7.96472, 85
 647,  1.80496,  4.86953, -2.03425,  5.45718, 0.971744,  3.08268, 85
 648,     2.62,  4.60411,  2.98459, 0.894669, -1.56959,  4.07436, 85
 649,  1.15771,-0.935145, -5.70477, -2.50784, -4.96584, -3.13655, 85
 650,    2.474,  3.23928,  -4.6777,  1.76613,-0.949037,  1.80441, 85
 651, -3.01556,  -6.2143,  -3.4956,  1.35333, -1.64242, -4.42144, 86
 652, -5.07214, -4.98796, -3.23436, -2.72799, -1.81088, -3.94748, 86
 653, -3.82943, -4.68969,  -4.2392, -4.45782, -4.75256,  -2.5619, 86
 654, -4.35418, -7.00197, -3.47602, -2.11302, -5.75789, -6.66991, 86
 655, -4.85302, -4.41119, 0.698746,  4.05743, -4.44038,-0.938779, 86
 656, -1.18107, -5.98203, 0.636508, -7.45104,  -6.3596, -2.41476, 86
 657, -1.05171, -3.98513, -5.06829,  1.25696,  1.34938, 0.417964, 86
 658, -4.19336,  -4.5934,  -2.5267, -3.72496, -3.20386, -3.48165, 86
 659, -4.79248, -1.94039, -3.74871, -4.20726, -4.59428, -1.92566, 86
 660, -2.67718, -4.60463, -1.53008,  0.44344,-0.737261, -1.45771, 86
 661, -4.09127,-0.612841,  1.36953, -1.86922, -4.88357,  -1.8627, 87
